,index,fname,roi
817,715,images (87)_darkened_rot270.jpg,"{1: {'xmin': 87, 'xmax': 110, 'ymin': 93, 'ymax': 170, 'region_name': 1}}"
818,716,images (87)_grey.jpg,"{1: {'xmin': 66, 'xmax': 125, 'ymin': 114, 'ymax': 144, 'region_name': 1}}"
819,717,images (87)_grey_rot90.jpg,"{1: {'xmin': 86, 'xmax': 109, 'ymin': 87, 'ymax': 164, 'region_name': 1}}"
820,718,images (87)_grey_rot180.jpg,"{1: {'xmin': 71, 'xmax': 130, 'ymin': 113, 'ymax': 143, 'region_name': 1}}"
821,719,images (87)_grey_rot270.jpg,"{1: {'xmin': 87, 'xmax': 110, 'ymin': 93, 'ymax': 170, 'region_name': 1}}"
822,720,images (88)_darkened.jpg,"{1: {'xmin': 36, 'xmax': 173, 'ymin': 51, 'ymax': 133, 'region_name': 1}}"
823,721,images (88)_darkened_rot90.jpg,"{1: {'xmin': 53, 'xmax': 162, 'ymin': 27, 'ymax': 130, 'region_name': 1}}"
824,722,images (88)_darkened_rot180.jpg,"{1: {'xmin': 57, 'xmax': 194, 'ymin': 40, 'ymax': 122, 'region_name': 1}}"
825,723,images (88)_darkened_rot270.jpg,"{1: {'xmin': 68, 'xmax': 177, 'ymin': 43, 'ymax': 146, 'region_name': 1}}"
826,724,images (88)_grey.jpg,"{1: {'xmin': 36, 'xmax': 173, 'ymin': 51, 'ymax': 133, 'region_name': 1}}"
827,725,images (88)_grey_rot90.jpg,"{1: {'xmin': 53, 'xmax': 162, 'ymin': 27, 'ymax': 130, 'region_name': 1}}"
828,726,images (88)_grey_rot180.jpg,"{1: {'xmin': 57, 'xmax': 194, 'ymin': 40, 'ymax': 122, 'region_name': 1}}"
829,727,images (88)_grey_rot270.jpg,"{1: {'xmin': 68, 'xmax': 177, 'ymin': 43, 'ymax': 146, 'region_name': 1}}"
830,728,images (89)_darkened.jpg,"{1: {'xmin': 52, 'xmax': 77, 'ymin': 85, 'ymax': 100, 'region_name': 1}, 2: {'xmin': 217, 'xmax': 242, 'ymin': 80, 'ymax': 94, 'region_name': 1}}"
831,729,images (89)_darkened_rot90.jpg,"{1: {'xmin': 125, 'xmax': 147, 'ymin': 35, 'ymax': 51, 'region_name': 1}, 2: {'xmin': 134, 'xmax': 155, 'ymin': 144, 'ymax': 161, 'region_name': 1}}"
832,730,images (89)_darkened_rot180.jpg,"{1: {'xmin': 198, 'xmax': 223, 'ymin': 83, 'ymax': 98, 'region_name': 1}, 2: {'xmin': 33, 'xmax': 58, 'ymin': 89, 'ymax': 103, 'region_name': 1}}"
833,731,images (89)_darkened_rot270.jpg,"{1: {'xmin': 128, 'xmax': 150, 'ymin': 132, 'ymax': 148, 'region_name': 1}, 2: {'xmin': 120, 'xmax': 141, 'ymin': 22, 'ymax': 39, 'region_name': 1}}"
834,732,images (89)_grey.jpg,"{1: {'xmin': 52, 'xmax': 77, 'ymin': 85, 'ymax': 100, 'region_name': 1}, 2: {'xmin': 217, 'xmax': 242, 'ymin': 80, 'ymax': 94, 'region_name': 1}}"
835,733,images (89)_grey_rot90.jpg,"{1: {'xmin': 125, 'xmax': 147, 'ymin': 35, 'ymax': 51, 'region_name': 1}, 2: {'xmin': 134, 'xmax': 155, 'ymin': 144, 'ymax': 161, 'region_name': 1}}"
836,734,images (89)_grey_rot180.jpg,"{1: {'xmin': 198, 'xmax': 223, 'ymin': 83, 'ymax': 98, 'region_name': 1}, 2: {'xmin': 33, 'xmax': 58, 'ymin': 89, 'ymax': 103, 'region_name': 1}}"
837,735,images (89)_grey_rot270.jpg,"{1: {'xmin': 128, 'xmax': 150, 'ymin': 132, 'ymax': 148, 'region_name': 1}, 2: {'xmin': 120, 'xmax': 141, 'ymin': 22, 'ymax': 39, 'region_name': 1}}"
838,736,images (9)_darkened.jpg,"{1: {'xmin': 104, 'xmax': 153, 'ymin': 141, 'ymax': 166, 'region_name': 1}}"
839,737,images (9)_darkened_rot90.jpg,"{1: {'xmin': 22, 'xmax': 61, 'ymin': 67, 'ymax': 98, 'region_name': 1}}"
840,738,images (9)_darkened_rot180.jpg,"{1: {'xmin': 127, 'xmax': 176, 'ymin': 14, 'ymax': 39, 'region_name': 1}}"
841,739,images (9)_darkened_rot270.jpg,"{1: {'xmin': 219, 'xmax': 258, 'ymin': 82, 'ymax': 113, 'region_name': 1}}"
842,740,images (9)_grey.jpg,"{1: {'xmin': 104, 'xmax': 153, 'ymin': 141, 'ymax': 166, 'region_name': 1}}"
843,741,images (9)_grey_rot90.jpg,"{1: {'xmin': 22, 'xmax': 61, 'ymin': 67, 'ymax': 98, 'region_name': 1}}"
844,742,images (9)_grey_rot180.jpg,"{1: {'xmin': 127, 'xmax': 176, 'ymin': 14, 'ymax': 39, 'region_name': 1}}"
845,743,images (9)_grey_rot270.jpg,"{1: {'xmin': 219, 'xmax': 258, 'ymin': 82, 'ymax': 113, 'region_name': 1}}"
846,744,images (90)_darkened.jpg,"{1: {'xmin': 127, 'xmax': 164, 'ymin': 142, 'ymax': 162, 'region_name': 1}}"
847,745,images (90)_darkened_rot90.jpg,"{1: {'xmin': 41, 'xmax': 68, 'ymin': 93, 'ymax': 120, 'region_name': 1}}"
848,746,images (90)_darkened_rot180.jpg,"{1: {'xmin': 99, 'xmax': 136, 'ymin': 30, 'ymax': 50, 'region_name': 1}}"
849,747,images (90)_darkened_rot270.jpg,"{1: {'xmin': 195, 'xmax': 222, 'ymin': 72, 'ymax': 99, 'region_name': 1}}"
850,748,images (90)_grey.jpg,"{1: {'xmin': 127, 'xmax': 164, 'ymin': 142, 'ymax': 162, 'region_name': 1}}"
851,749,images (90)_grey_rot90.jpg,"{1: {'xmin': 41, 'xmax': 68, 'ymin': 93, 'ymax': 120, 'region_name': 1}}"
852,750,images (90)_grey_rot180.jpg,"{1: {'xmin': 99, 'xmax': 136, 'ymin': 30, 'ymax': 50, 'region_name': 1}}"
853,751,images (90)_grey_rot270.jpg,"{1: {'xmin': 195, 'xmax': 222, 'ymin': 72, 'ymax': 99, 'region_name': 1}}"
854,752,images (91)_darkened.jpg,"{1: {'xmin': 78, 'xmax': 154, 'ymin': 90, 'ymax': 144, 'region_name': 1}}"
855,753,images (91)_darkened_rot90.jpg,"{1: {'xmin': 81, 'xmax': 135, 'ymin': 78, 'ymax': 154, 'region_name': 1}}"
856,754,images (91)_darkened_rot180.jpg,"{1: {'xmin': 71, 'xmax': 147, 'ymin': 81, 'ymax': 135, 'region_name': 1}}"
857,755,images (91)_darkened_rot270.jpg,"{1: {'xmin': 90, 'xmax': 144, 'ymin': 71, 'ymax': 147, 'region_name': 1}}"
858,756,images (91)_grey.jpg,"{1: {'xmin': 78, 'xmax': 154, 'ymin': 90, 'ymax': 144, 'region_name': 1}}"
859,757,images (91)_grey_rot90.jpg,"{1: {'xmin': 81, 'xmax': 135, 'ymin': 78, 'ymax': 154, 'region_name': 1}}"
860,758,images (91)_grey_rot180.jpg,"{1: {'xmin': 71, 'xmax': 147, 'ymin': 81, 'ymax': 135, 'region_name': 1}}"
861,759,images (91)_grey_rot270.jpg,"{1: {'xmin': 90, 'xmax': 144, 'ymin': 71, 'ymax': 147, 'region_name': 1}}"
862,760,images (92)_darkened.jpg,"{1: {'xmin': 189, 'xmax': 217, 'ymin': 93, 'ymax': 108, 'region_name': 1}}"
863,761,images (92)_darkened_rot90.jpg,"{1: {'xmin': 113, 'xmax': 135, 'ymin': 126, 'ymax': 144, 'region_name': 1}}"
864,762,images (92)_darkened_rot180.jpg,"{1: {'xmin': 58, 'xmax': 86, 'ymin': 75, 'ymax': 90, 'region_name': 1}}"
865,763,images (92)_darkened_rot270.jpg,"{1: {'xmin': 140, 'xmax': 162, 'ymin': 39, 'ymax': 57, 'region_name': 1}}"
866,764,images (92)_grey.jpg,"{1: {'xmin': 189, 'xmax': 217, 'ymin': 93, 'ymax': 108, 'region_name': 1}}"
867,765,images (92)_grey_rot90.jpg,"{1: {'xmin': 113, 'xmax': 135, 'ymin': 126, 'ymax': 144, 'region_name': 1}}"
868,766,images (92)_grey_rot180.jpg,"{1: {'xmin': 58, 'xmax': 86, 'ymin': 75, 'ymax': 90, 'region_name': 1}}"
869,767,images (92)_grey_rot270.jpg,"{1: {'xmin': 140, 'xmax': 162, 'ymin': 39, 'ymax': 57, 'region_name': 1}}"
870,768,images (93)_darkened.jpg,"{1: {'xmin': 39, 'xmax': 75, 'ymin': 85, 'ymax': 111, 'region_name': 1}}"
871,769,images (93)_darkened_rot90.jpg,"{1: {'xmin': 111, 'xmax': 146, 'ymin': 29, 'ymax': 56, 'region_name': 1}}"
872,770,images (93)_darkened_rot180.jpg,"{1: {'xmin': 185, 'xmax': 221, 'ymin': 83, 'ymax': 109, 'region_name': 1}}"
873,771,images (93)_darkened_rot270.jpg,"{1: {'xmin': 114, 'xmax': 149, 'ymin': 138, 'ymax': 165, 'region_name': 1}}"
874,772,images (93)_grey.jpg,"{1: {'xmin': 39, 'xmax': 75, 'ymin': 85, 'ymax': 111, 'region_name': 1}}"
875,773,images (93)_grey_rot90.jpg,"{1: {'xmin': 111, 'xmax': 146, 'ymin': 29, 'ymax': 56, 'region_name': 1}}"
876,774,images (93)_grey_rot180.jpg,"{1: {'xmin': 185, 'xmax': 221, 'ymin': 83, 'ymax': 109, 'region_name': 1}}"
877,775,images (93)_grey_rot270.jpg,"{1: {'xmin': 114, 'xmax': 149, 'ymin': 138, 'ymax': 165, 'region_name': 1}}"
878,776,images (94)_darkened.jpg,"{1: {'xmin': 75, 'xmax': 123, 'ymin': 149, 'ymax': 175, 'region_name': 1}}"
879,777,images (94)_darkened_rot90.jpg,"{1: {'xmin': 65, 'xmax': 83, 'ymin': 106, 'ymax': 173, 'region_name': 1}}"
880,778,images (94)_darkened_rot180.jpg,"{1: {'xmin': 66, 'xmax': 114, 'ymin': 91, 'ymax': 117, 'region_name': 1}}"
881,779,images (94)_darkened_rot270.jpg,"{1: {'xmin': 106, 'xmax': 124, 'ymin': 93, 'ymax': 160, 'region_name': 1}}"
882,780,images (94)_grey.jpg,"{1: {'xmin': 75, 'xmax': 123, 'ymin': 149, 'ymax': 175, 'region_name': 1}}"
883,781,images (94)_grey_rot90.jpg,"{1: {'xmin': 65, 'xmax': 83, 'ymin': 106, 'ymax': 173, 'region_name': 1}}"
884,782,images (94)_grey_rot180.jpg,"{1: {'xmin': 66, 'xmax': 114, 'ymin': 91, 'ymax': 117, 'region_name': 1}}"
885,783,images (94)_grey_rot270.jpg,"{1: {'xmin': 106, 'xmax': 124, 'ymin': 93, 'ymax': 160, 'region_name': 1}}"
886,784,images (95)_darkened.jpg,"{1: {'xmin': 84, 'xmax': 182, 'ymin': 107, 'ymax': 154, 'region_name': 1}}"
887,785,images (95)_darkened_rot90.jpg,"{1: {'xmin': 53, 'xmax': 116, 'ymin': 62, 'ymax': 135, 'region_name': 1}}"
888,786,images (95)_darkened_rot180.jpg,"{1: {'xmin': 79, 'xmax': 177, 'ymin': 39, 'ymax': 86, 'region_name': 1}}"
889,787,images (95)_darkened_rot270.jpg,"{1: {'xmin': 145, 'xmax': 208, 'ymin': 58, 'ymax': 131, 'region_name': 1}}"
890,788,images (95)_grey.jpg,"{1: {'xmin': 84, 'xmax': 182, 'ymin': 107, 'ymax': 154, 'region_name': 1}}"
891,789,images (95)_grey_rot90.jpg,"{1: {'xmin': 53, 'xmax': 116, 'ymin': 62, 'ymax': 135, 'region_name': 1}}"
892,790,images (95)_grey_rot180.jpg,"{1: {'xmin': 79, 'xmax': 177, 'ymin': 39, 'ymax': 86, 'region_name': 1}}"
893,791,images (95)_grey_rot270.jpg,"{1: {'xmin': 145, 'xmax': 208, 'ymin': 58, 'ymax': 131, 'region_name': 1}}"
894,792,images_darkened.jpg,"{1: {'xmin': 77, 'xmax': 168, 'ymin': 99, 'ymax': 141, 'region_name': 1}}"
895,793,images_darkened_rot90.jpg,"{1: {'xmin': 71, 'xmax': 127, 'ymin': 58, 'ymax': 126, 'region_name': 1}}"
896,794,images_darkened_rot180.jpg,"{1: {'xmin': 91, 'xmax': 182, 'ymin': 53, 'ymax': 95, 'region_name': 1}}"
897,795,images_darkened_rot270.jpg,"{1: {'xmin': 132, 'xmax': 188, 'ymin': 68, 'ymax': 136, 'region_name': 1}}"
898,796,images_grey.jpg,"{1: {'xmin': 77, 'xmax': 168, 'ymin': 99, 'ymax': 141, 'region_name': 1}}"
899,797,images_grey_rot90.jpg,"{1: {'xmin': 71, 'xmax': 127, 'ymin': 58, 'ymax': 126, 'region_name': 1}}"
900,798,images_grey_rot180.jpg,"{1: {'xmin': 91, 'xmax': 182, 'ymin': 53, 'ymax': 95, 'region_name': 1}}"
901,799,images_grey_rot270.jpg,"{1: {'xmin': 132, 'xmax': 188, 'ymin': 68, 'ymax': 136, 'region_name': 1}}"
902,800,images2_darkened.jpg,"{1: {'xmin': 85, 'xmax': 149, 'ymin': 57, 'ymax': 91, 'region_name': 1}}"
903,801,images2_darkened_rot90.jpg,"{1: {'xmin': 137, 'xmax': 176, 'ymin': 73, 'ymax': 128, 'region_name': 1}}"
904,802,images2_darkened_rot180.jpg,"{1: {'xmin': 94, 'xmax': 158, 'ymin': 117, 'ymax': 151, 'region_name': 1}}"
905,803,images2_darkened_rot270.jpg,"{1: {'xmin': 67, 'xmax': 106, 'ymin': 80, 'ymax': 135, 'region_name': 1}}"
906,804,images2_grey.jpg,"{1: {'xmin': 85, 'xmax': 149, 'ymin': 57, 'ymax': 91, 'region_name': 1}}"
907,805,images2_grey_rot90.jpg,"{1: {'xmin': 137, 'xmax': 176, 'ymin': 73, 'ymax': 128, 'region_name': 1}}"
908,806,images2_grey_rot180.jpg,"{1: {'xmin': 94, 'xmax': 158, 'ymin': 117, 'ymax': 151, 'region_name': 1}}"
909,807,images2_grey_rot270.jpg,"{1: {'xmin': 67, 'xmax': 106, 'ymin': 80, 'ymax': 135, 'region_name': 1}}"
910,808,ww-2012_darkened.jpg,"{1: {'xmin': 358, 'xmax': 409, 'ymin': 501, 'ymax': 528, 'region_name': 1}, 2: {'xmin': 761, 'xmax': 787, 'ymin': 430, 'ymax': 452, 'region_name': 1}}"
911,809,ww-2012_darkened_rot90.jpg,"{1: {'xmin': 301, 'xmax': 338, 'ymin': 262, 'ymax': 299, 'region_name': 1}, 2: {'xmin': 405, 'xmax': 435, 'ymin': 556, 'ymax': 575, 'region_name': 1}}"
912,810,ww-2012_darkened_rot180.jpg,"{1: {'xmin': 615, 'xmax': 666, 'ymin': 220, 'ymax': 247, 'region_name': 1}, 2: {'xmin': 237, 'xmax': 263, 'ymin': 296, 'ymax': 318, 'region_name': 1}}"
913,811,ww-2012_darkened_rot270.jpg,"{1: {'xmin': 686, 'xmax': 723, 'ymin': 449, 'ymax': 486, 'region_name': 1}, 2: {'xmin': 589, 'xmax': 619, 'ymin': 173, 'ymax': 192, 'region_name': 1}}"
914,812,ww-2012_grey.jpg,"{1: {'xmin': 358, 'xmax': 409, 'ymin': 501, 'ymax': 528, 'region_name': 1}, 2: {'xmin': 761, 'xmax': 787, 'ymin': 430, 'ymax': 452, 'region_name': 1}}"
915,813,ww-2012_grey_rot90.jpg,"{1: {'xmin': 301, 'xmax': 338, 'ymin': 262, 'ymax': 299, 'region_name': 1}, 2: {'xmin': 405, 'xmax': 435, 'ymin': 556, 'ymax': 575, 'region_name': 1}}"
916,814,ww-2012_grey_rot180.jpg,"{1: {'xmin': 615, 'xmax': 666, 'ymin': 220, 'ymax': 247, 'region_name': 1}, 2: {'xmin': 237, 'xmax': 263, 'ymin': 296, 'ymax': 318, 'region_name': 1}}"
917,815,ww-2012_grey_rot270.jpg,"{1: {'xmin': 686, 'xmax': 723, 'ymin': 449, 'ymax': 486, 'region_name': 1}, 2: {'xmin': 589, 'xmax': 619, 'ymin': 173, 'ymax': 192, 'region_name': 1}}"
